# Prioritization file for occultation-standard
# Version: 1.0.1
# Updated by: Joe P. Renaud
# Updated on: 2026-05-08 17:00:15
#
# Column 1: Rank
# Column 2: Target Name
# Column 3: Priority
# Column 4: Number of Hours Requested
# Column 5: Number of Hours Observed
# Column 6: Number of Hours Remaining
rank,target,priority,hours_req,hours_obs,hours_rem
2755,G3355957088547132672,0.591834,600.0,0.0,600.0
2756,G1972658554708515712,0.591723,600.0,0.0,600.0
2757,G3357211695736139136,0.591611,600.0,0.0,600.0
2758,G249729468977400832,0.591499,600.0,0.0,600.0
2759,G257474944280221824,0.591387,600.0,0.0,600.0
2760,G940138761657217536,0.591275,600.0,0.0,600.0
2761,G3357315874461811968,0.591163,600.0,0.0,600.0
2762,G1985841767843891200,0.591051,600.0,0.0,600.0
2763,G187175946071857408,0.59094,600.0,0.0,600.0
2764,G1944663201956337792,0.590828,600.0,0.0,600.0
2765,G3134181435697281536,0.590716,600.0,0.0,600.0
2766,G3371849459675391104,0.590604,600.0,0.0,600.0
2767,G246286898069410688,0.590492,600.0,0.0,600.0
2768,G172534338135032576,0.59038,600.0,0.0,600.0
2769,G3260504429687984256,0.590268,600.0,0.0,600.0
2770,G3452098694514311936,0.590157,600.0,0.0,600.0
2771,G3020159051939661696,0.590045,600.0,0.0,600.0
2772,G216237279639757184,0.589933,600.0,0.0,600.0
2773,G2002897254778407168,0.589821,600.0,0.0,600.0
2774,G246203919301846016,0.589709,600.0,0.0,600.0
2775,G417145919786160640,0.589597,600.0,0.0,600.0
2776,G2081867542833415168,0.589485,600.0,0.0,600.0
2777,G997612807125070080,0.589374,600.0,0.0,600.0
2778,G233373271442500608,0.589262,600.0,0.0,600.0
2779,G271554358174335744,0.58915,600.0,0.0,600.0
2780,G3381859933227175168,0.589038,600.0,0.0,600.0
2781,G3109974793860710400,0.588926,600.0,0.0,600.0
2782,G124557006522579968,0.588814,600.0,0.0,600.0
2783,G3377821560160126720,0.588702,600.0,0.0,600.0
2784,G3344128542454993024,0.588591,600.0,0.0,600.0
2785,G1347473833669446784,0.588479,600.0,0.0,600.0
2786,G960807209437524736,0.588367,600.0,0.0,600.0
2787,G2125752389095257088,0.588255,600.0,0.0,600.0
2788,G355794163088852736,0.588143,600.0,0.0,600.0
2789,G3375686312878448768,0.588031,600.0,0.0,600.0
2790,G3096854940075299712,0.587919,600.0,0.0,600.0
2791,G3357455722895494272,0.587808,600.0,0.0,600.0
2792,G3427696992443451008,0.587696,600.0,0.0,600.0
2793,G213505989678368640,0.587584,600.0,0.0,600.0
2794,G3336740717667817216,0.587472,600.0,0.0,600.0
2795,G2048994073619996288,0.58736,600.0,0.0,600.0
2796,G3112167765500729088,0.587248,600.0,0.0,600.0
2797,G3456212963947262336,0.587136,600.0,0.0,600.0
2798,G206992615939742208,0.587025,600.0,0.0,600.0
2799,G262379796929715712,0.586913,600.0,0.0,600.0
2800,G229627785080906880,0.586801,600.0,0.0,600.0
2801,G180970341101645184,0.586689,600.0,0.0,600.0
2802,G3395862415668161024,0.586577,600.0,0.0,600.0
2803,G3126329823162442368,0.586465,600.0,0.0,600.0
2804,G3426505323698012032,0.586353,600.0,0.0,600.0
2805,G469605092716973568,0.586242,600.0,0.0,600.0
2806,G3433308792414303616,0.58613,600.0,0.0,600.0
2807,G3376603374295231360,0.586018,600.0,0.0,600.0
2808,G3372634648418406144,0.585906,600.0,0.0,600.0
2809,G3399311274408270080,0.585794,600.0,0.0,600.0
2810,G3371332792291694080,0.585682,600.0,0.0,600.0
2811,G3330811395058987008,0.58557,600.0,0.0,600.0
2812,G3127517738096930432,0.585459,600.0,0.0,600.0
2813,G4277424695366284160,0.585347,600.0,0.0,600.0
2814,G1868894137706006144,0.585235,600.0,0.0,600.0
2815,G272099685878780672,0.585123,600.0,0.0,600.0
2816,G3323754347177071744,0.585011,600.0,0.0,600.0
2817,G2788543324071050368,0.584899,600.0,0.0,600.0
2818,G425821719367961088,0.584787,600.0,0.0,600.0
2819,G424387956205303040,0.584676,600.0,0.0,600.0
2820,G3126212725174979456,0.584564,600.0,0.0,600.0
2821,G3128667414944279296,0.584452,600.0,0.0,600.0
2822,G3396543086383209728,0.58434,600.0,0.0,600.0
2823,G1000238170309556992,0.584228,600.0,0.0,600.0
2824,G274827677311649152,0.584116,600.0,0.0,600.0
2825,G275908565958715776,0.584004,600.0,0.0,600.0
2826,G3168121882174457984,0.583893,600.0,0.0,600.0
2827,G4510167530024572416,0.583781,600.0,0.0,600.0
2828,G3431490273200837248,0.583669,600.0,0.0,600.0
2829,G3423636800942195968,0.583557,600.0,0.0,600.0
2830,G183572296711441152,0.583445,600.0,0.0,600.0
2831,G333718035483431040,0.583333,600.0,0.0,600.0
2832,G3820849635765807232,0.583221,600.0,0.0,600.0
2833,G4470076793458957440,0.58311,600.0,0.0,600.0
2834,G3432238658363158784,0.582998,600.0,0.0,600.0
2835,G229359160646841216,0.582886,600.0,0.0,600.0
2836,G3166533225309118976,0.582774,600.0,0.0,600.0
2837,G3133064160083392000,0.582662,600.0,0.0,600.0
2838,G3127397002277858688,0.58255,600.0,0.0,600.0
2839,G436992654420193792,0.582438,600.0,0.0,600.0
2840,G3376097152269966208,0.582327,600.0,0.0,600.0
2841,G3353487615490787840,0.582215,600.0,0.0,600.0
2842,G505595789087636992,0.582103,600.0,0.0,600.0
2843,G276610088734348160,0.581991,600.0,0.0,600.0
2844,G3330176598892710272,0.581879,600.0,0.0,600.0
2845,G182337338995825152,0.581767,600.0,0.0,600.0
2846,G3431561810175516800,0.581655,600.0,0.0,600.0
2847,G3167825632511004416,0.581544,600.0,0.0,600.0
2848,G228744980321896448,0.581432,600.0,0.0,600.0
2849,G204458344716098688,0.58132,600.0,0.0,600.0
2850,G229083080147500416,0.581208,600.0,0.0,600.0
2851,G3348827404175942656,0.581096,600.0,0.0,600.0
2852,G241781065060081792,0.580984,600.0,0.0,600.0
2853,G3129065025835969152,0.580872,600.0,0.0,600.0
2854,G3451325389946152192,0.580761,600.0,0.0,600.0
2855,G3376120482532172288,0.580649,600.0,0.0,600.0
2856,G200132045635332352,0.580537,600.0,0.0,600.0
2857,G3423666419036667136,0.580425,600.0,0.0,600.0
2858,G3106180379230497664,0.580313,600.0,0.0,600.0
2859,G411929286873378304,0.580201,600.0,0.0,600.0
2860,G1916777353688918144,0.580089,600.0,0.0,600.0
2861,G146180762402672896,0.579978,600.0,0.0,600.0
2862,G3436383477899545088,0.579866,600.0,0.0,600.0
2863,G1867826683711881856,0.579754,600.0,0.0,600.0
2864,G3133952771638792832,0.579642,600.0,0.0,600.0
2865,G194074286322232064,0.57953,600.0,0.0,600.0
2866,G2032788195636455168,0.579418,600.0,0.0,600.0
2867,G3129955905132736768,0.579306,600.0,0.0,600.0
2868,G3152615985085694080,0.579195,600.0,0.0,600.0
2869,G1998754187581712256,0.579083,600.0,0.0,600.0
2870,G3446277502000268672,0.578971,600.0,0.0,600.0
2871,G251019952030667264,0.578859,600.0,0.0,600.0
2872,G3453040838540792960,0.578747,600.0,0.0,600.0
2873,G3110087528161470848,0.578635,600.0,0.0,600.0
2874,G3140645185378107776,0.578523,600.0,0.0,600.0
2875,G3445353018879374464,0.578412,600.0,0.0,600.0
2876,G187439420843288832,0.5783,600.0,0.0,600.0
2877,G3401267928365506304,0.578188,600.0,0.0,600.0
2878,G441667399908019456,0.578076,600.0,0.0,600.0
2879,G266391708699577216,0.577964,600.0,0.0,600.0
2880,G208605088398459904,0.577852,600.0,0.0,600.0
2881,G3451123049744372736,0.57774,600.0,0.0,600.0
2882,G167014411808069504,0.577629,600.0,0.0,600.0
2883,G194504878265918848,0.577517,600.0,0.0,600.0
2884,G3371459206064740480,0.577405,600.0,0.0,600.0
2885,G3350211178217596544,0.577293,600.0,0.0,600.0
2886,G3427914867544675072,0.577181,600.0,0.0,600.0
2887,G3431453611358728832,0.577069,600.0,0.0,600.0
2888,G3454382826844521984,0.576957,600.0,0.0,600.0
2889,G152803292736682624,0.576846,600.0,0.0,600.0
2890,G1945227766818236032,0.576734,600.0,0.0,600.0
2891,G3426680940619548416,0.576622,600.0,0.0,600.0
2892,G3329567190275957376,0.57651,600.0,0.0,600.0
2893,G173083750351978624,0.576398,600.0,0.0,600.0
2894,G1867743739302092032,0.576286,600.0,0.0,600.0
2895,G201402874922019584,0.576174,600.0,0.0,600.0
2896,G260175207398805888,0.576063,600.0,0.0,600.0
2897,G251672782761180928,0.575951,600.0,0.0,600.0
2898,G3109794886271933568,0.575839,600.0,0.0,600.0
2899,G3437964300741980160,0.575727,600.0,0.0,600.0
2900,G3425199073822806656,0.575615,600.0,0.0,600.0
2901,G3368880675200612224,0.575503,600.0,0.0,600.0
2902,G2101062614975909504,0.575391,600.0,0.0,600.0
2903,G271575150113614976,0.57528,600.0,0.0,600.0
2904,G3350801684681114496,0.575168,600.0,0.0,600.0
2905,G1927248449597094528,0.575056,600.0,0.0,600.0
2906,G866155368706461056,0.574944,600.0,0.0,600.0
2907,G190937856385013632,0.574832,600.0,0.0,600.0
2908,G1790694323810621824,0.57472,600.0,0.0,600.0
2909,G3349785117462761984,0.574609,600.0,0.0,600.0
2910,G275061735847138048,0.574497,600.0,0.0,600.0
2911,G470056824500164608,0.574385,600.0,0.0,600.0
2912,G3168011999731482624,0.574273,600.0,0.0,600.0
2913,G203548778019142528,0.574161,600.0,0.0,600.0
2914,G250808605279672320,0.574049,600.0,0.0,600.0
2915,G3325740718012375168,0.573937,600.0,0.0,600.0
2916,G148701221012698368,0.573826,600.0,0.0,600.0
2917,G504415600792977920,0.573714,600.0,0.0,600.0
2918,G422603620632877312,0.573602,600.0,0.0,600.0
2919,G582955228186903424,0.57349,600.0,0.0,600.0
2920,G3369628141248210560,0.573378,600.0,0.0,600.0
2921,G3290405751483523712,0.573266,600.0,0.0,600.0
2922,G3907547639444408064,0.573154,600.0,0.0,600.0
2923,G941416256730752384,0.573043,600.0,0.0,600.0
2924,G1417882267641417600,0.572931,600.0,0.0,600.0
2925,G271636757126607104,0.572819,600.0,0.0,600.0
2926,G194545770652126464,0.572707,600.0,0.0,600.0
2927,G3372001638957262208,0.572595,600.0,0.0,600.0
2928,G3431089191974101632,0.572483,600.0,0.0,600.0
2929,G3153818159313915648,0.572371,600.0,0.0,600.0
2930,G3077431826652307456,0.57226,600.0,0.0,600.0
2931,G227779265514917120,0.572148,600.0,0.0,600.0
2932,G3426107991980658560,0.572036,600.0,0.0,600.0
2933,G3159216971862165632,0.571924,600.0,0.0,600.0
2934,G245771089679045376,0.571812,600.0,0.0,600.0
2935,G207502587472488704,0.5717,600.0,0.0,600.0
2936,G1966779809633355264,0.571588,600.0,0.0,600.0
2937,G3140393470234524160,0.571477,600.0,0.0,600.0
2938,G3131389633934419584,0.571365,600.0,0.0,600.0
2939,G3347119626398741120,0.571253,600.0,0.0,600.0
2940,G352574007065110912,0.571141,600.0,0.0,600.0
2941,G3147495421995419648,0.571029,600.0,0.0,600.0
2942,G213476096707878016,0.570917,600.0,0.0,600.0
2943,G183670294982103296,0.570805,600.0,0.0,600.0
2944,G3316930743654985344,0.570694,600.0,0.0,600.0
2945,G379258467075146112,0.570582,600.0,0.0,600.0
2946,G3443060227899272832,0.57047,600.0,0.0,600.0
2947,G397344402561512960,0.570358,600.0,0.0,600.0
2948,G3424055646150994816,0.570246,600.0,0.0,600.0
2949,G207091434545476864,0.570134,600.0,0.0,600.0
2950,G1964688572877027840,0.570022,600.0,0.0,600.0
2951,G3432572291423672064,0.569911,600.0,0.0,600.0
2952,G3102784640648607616,0.569799,600.0,0.0,600.0
2953,G180787650373007872,0.569687,600.0,0.0,600.0
2954,G3132761480849824384,0.569575,600.0,0.0,600.0
2955,G3428088246783735296,0.569463,600.0,0.0,600.0
2956,G3042652727681575936,0.569351,600.0,0.0,600.0
2957,G3127272138988447872,0.569239,600.0,0.0,600.0
2958,G257945019859374208,0.569128,600.0,0.0,600.0
2959,G4822018645748152960,0.569016,600.0,0.0,600.0
2960,G96498367429628800,0.568904,600.0,0.0,600.0
2961,G2462803967731187584,0.568792,600.0,0.0,600.0
2962,G2878727771747217408,0.56868,600.0,0.0,600.0
2963,G211476493073879424,0.568568,600.0,0.0,600.0
2964,G270949489336928256,0.568456,600.0,0.0,600.0
2965,G5962489310752554752,0.568345,600.0,0.0,600.0
2966,G2015888255232251520,0.568233,600.0,0.0,600.0
2967,G4870445020485171712,0.568121,600.0,0.0,600.0
2968,G5952314297066664192,0.568009,600.0,0.0,600.0
2969,G2113550730599827456,0.567897,600.0,0.0,600.0
2970,G6862546338084463104,0.567785,600.0,0.0,600.0
2971,G1148575925416616448,0.567673,600.0,0.0,600.0
2972,G5817483213321167616,0.567562,600.0,0.0,600.0
2973,G2342830412869106048,0.56745,600.0,0.0,600.0
2974,G33188041225670912,0.567338,600.0,0.0,600.0
2975,G1574872118402689408,0.567226,600.0,0.0,600.0
2976,G440261777370775808,0.567114,600.0,0.0,600.0
2977,G4825252824841288832,0.567002,600.0,0.0,600.0
2978,G5286113295422637824,0.56689,600.0,0.0,600.0
2979,G4154247743431595392,0.566779,600.0,0.0,600.0
2980,G2582204780114442752,0.566667,600.0,0.0,600.0
2981,G3439321166809898496,0.566555,600.0,0.0,600.0
2982,G1383426626948182144,0.566443,600.0,0.0,600.0
2983,G1884645432038069632,0.566331,600.0,0.0,600.0
2984,G1819915567635324032,0.566219,600.0,0.0,600.0
2985,G1674172346401979520,0.566107,600.0,0.0,600.0
2986,G4537714213308498432,0.565996,600.0,0.0,600.0
2987,G903062748530914944,0.565884,600.0,0.0,600.0
2988,G5238800073161376640,0.565772,600.0,0.0,600.0
2989,G5221496371448943360,0.56566,600.0,0.0,600.0
2990,G3961870424459798016,0.565548,600.0,0.0,600.0
2991,G4953822460392300928,0.565436,600.0,0.0,600.0
2992,G2726619138432490240,0.565324,600.0,0.0,600.0
2993,G2122669908241271808,0.565213,600.0,0.0,600.0
2994,G1746056316386768000,0.565101,600.0,0.0,600.0
2995,G1484629701553512064,0.564989,600.0,0.0,600.0
2996,G2244314823859249536,0.564877,600.0,0.0,600.0
2997,G179964627260871296,0.564765,600.0,0.0,600.0
2998,G6195578702023030784,0.564653,600.0,0.0,600.0
2999,G170864553633847808,0.564541,600.0,0.0,600.0
3000,G2087880466992834432,0.56443,600.0,0.0,600.0
3001,G6831785438710833664,0.564318,600.0,0.0,600.0
3002,G3496098980898609664,0.564206,600.0,0.0,600.0
3003,G2802456716007703296,0.564094,600.0,0.0,600.0
3004,G1893648817359232768,0.563982,600.0,0.0,600.0
3005,G1511593059561180032,0.56387,600.0,0.0,600.0
3006,G5935692597468096512,0.563758,600.0,0.0,600.0
3007,G5381135117522025728,0.563647,600.0,0.0,600.0
3008,G911642370905214848,0.563535,600.0,0.0,600.0
3009,G4736068786715852416,0.563423,600.0,0.0,600.0
3010,G1663041715315629568,0.563311,600.0,0.0,600.0
3011,G4373507614893299840,0.563199,600.0,0.0,600.0
3012,G3852664043370843904,0.563087,600.0,0.0,600.0
3013,G6838952875838916480,0.562975,600.0,0.0,600.0
3014,G1684611625191948416,0.562864,600.0,0.0,600.0
3015,G3716706716177235968,0.562752,600.0,0.0,600.0
3016,G664329465285221248,0.56264,600.0,0.0,600.0
3017,G4130892677647444864,0.562528,600.0,0.0,600.0
3018,G1234609690928377728,0.562416,600.0,0.0,600.0
3019,G1565372681536610432,0.562304,600.0,0.0,600.0
3020,G5042457601696153216,0.562192,600.0,0.0,600.0
3021,G1441533518668440448,0.562081,600.0,0.0,600.0
3022,G5104479124177577472,0.561969,600.0,0.0,600.0
3023,G1400086706305766016,0.561857,600.0,0.0,600.0
3024,G3780361807995687296,0.561745,600.0,0.0,600.0
3025,G6587050368165225728,0.561633,600.0,0.0,600.0
3026,G4589703246234931584,0.561521,600.0,0.0,600.0
3027,G5882264033297689728,0.561409,600.0,0.0,600.0
3028,G4509956939187796096,0.561298,600.0,0.0,600.0
3029,G1859634806693344256,0.561186,600.0,0.0,600.0
3030,G6041700537904065152,0.561074,600.0,0.0,600.0
3031,G3248299335221962112,0.560962,600.0,0.0,600.0
3032,G6164410124356846336,0.56085,600.0,0.0,600.0
3033,G2357660797503495552,0.560738,600.0,0.0,600.0
3034,G1049060437952469888,0.560626,600.0,0.0,600.0
3035,G4651825550160375552,0.560515,600.0,0.0,600.0
3036,G2664565004263476992,0.560403,600.0,0.0,600.0
3037,G4198680485783425024,0.560291,600.0,0.0,600.0
3038,G1221231005242497408,0.560179,600.0,0.0,600.0
3039,G40282743085082112,0.560067,600.0,0.0,600.0
3040,G5308397956578480768,0.559955,600.0,0.0,600.0
3041,G2907435577968930688,0.559843,600.0,0.0,600.0
3042,G2163827720867012224,0.559732,600.0,0.0,600.0
3043,G1967218171176680832,0.55962,600.0,0.0,600.0
3044,G3332580676767209856,0.559508,600.0,0.0,600.0
3045,G4928045479727300352,0.559396,600.0,0.0,600.0
3046,G6812550857172175488,0.559284,600.0,0.0,600.0
3047,G5473044393997036800,0.559172,600.0,0.0,600.0
3048,G6127144754721375744,0.55906,600.0,0.0,600.0
3049,G3185473206453881472,0.558949,600.0,0.0,600.0
3050,G3671025821973948544,0.558837,600.0,0.0,600.0
3051,G6072761913188119936,0.558725,600.0,0.0,600.0
3052,G6384967518324179072,0.558613,600.0,0.0,600.0
3053,G1305874296566100608,0.558501,600.0,0.0,600.0
3054,G1904281919435838464,0.558389,600.0,0.0,600.0
3055,G5712735077004519680,0.558277,600.0,0.0,600.0
3056,G812914271206210816,0.558166,600.0,0.0,600.0
3057,G3278566725672709632,0.558054,600.0,0.0,600.0
3058,G3856557512828599552,0.557942,600.0,0.0,600.0
3059,G991136928450763264,0.55783,600.0,0.0,600.0
3060,G4674595886176992384,0.557718,600.0,0.0,600.0
3061,G5616266435046603904,0.557606,600.0,0.0,600.0
3062,G381778960042984320,0.557494,600.0,0.0,600.0
3063,G2665177878916639488,0.557383,600.0,0.0,600.0
3064,G6216935478443823232,0.557271,600.0,0.0,600.0
3065,G3129377428878127744,0.557159,600.0,0.0,600.0
3066,G4667021453652987136,0.557047,600.0,0.0,600.0
3067,G4156754359369120384,0.556935,600.0,0.0,600.0
3068,G5804098033634103296,0.556823,600.0,0.0,600.0
3069,G4200549827346875008,0.556711,600.0,0.0,600.0
3070,G521343716170616320,0.5566,600.0,0.0,600.0
3071,G1013225326778665728,0.556488,600.0,0.0,600.0
3072,G4886148417352230400,0.556376,600.0,0.0,600.0
3073,G4149965115611012096,0.556264,600.0,0.0,600.0
3074,G1328362397433768192,0.556152,600.0,0.0,600.0
3075,G928847941173514240,0.55604,600.0,0.0,600.0
3076,G3809893247209015680,0.555928,600.0,0.0,600.0
3077,G3125587274856795648,0.555817,600.0,0.0,600.0
3078,G6348785717389910144,0.555705,600.0,0.0,600.0
3079,G4225075533711219072,0.555593,600.0,0.0,600.0
3080,G1548137183938182912,0.555481,600.0,0.0,600.0
3081,G2324639847686159488,0.555369,600.0,0.0,600.0
3082,G947940208972182400,0.555257,600.0,0.0,600.0
3083,G3422300310196986496,0.555145,600.0,0.0,600.0
3084,G6622404030684080640,0.555034,600.0,0.0,600.0
3085,G5903588442799783424,0.554922,600.0,0.0,600.0
3086,G3528511110511614080,0.55481,600.0,0.0,600.0
3087,G2560064361142667904,0.554698,600.0,0.0,600.0
3088,G5150408237426241536,0.554586,600.0,0.0,600.0
3089,G3415975850595525376,0.554474,600.0,0.0,600.0
3090,G4717235458201879808,0.554362,600.0,0.0,600.0
3091,G2254765853678517376,0.554251,600.0,0.0,600.0
3092,G743837143952279552,0.554139,600.0,0.0,600.0
3093,G1309004022054566784,0.554027,600.0,0.0,600.0
3094,G2296970435710714112,0.553915,600.0,0.0,600.0
3095,G5786723482175241472,0.553803,600.0,0.0,600.0
3096,G30651433540624384,0.553691,600.0,0.0,600.0
3097,G3278728079003020160,0.553579,600.0,0.0,600.0
3098,G131643981733828608,0.553468,600.0,0.0,600.0
3099,G3502462133861374336,0.553356,600.0,0.0,600.0
3100,G1039628861569076608,0.553244,600.0,0.0,600.0
3101,G4974597977413978112,0.553132,600.0,0.0,600.0
3102,G1251734825049305728,0.55302,600.0,0.0,600.0
3103,G4035855393728447104,0.552908,600.0,0.0,600.0
3104,G4688079437787032704,0.552796,600.0,0.0,600.0
3105,G86141891313286144,0.552685,600.0,0.0,600.0
3106,G3152256616581118976,0.552573,600.0,0.0,600.0
3107,G3458414220585662080,0.552461,600.0,0.0,600.0
3108,G3081800633028791936,0.552349,600.0,0.0,600.0
3109,G733625464069058688,0.552237,600.0,0.0,600.0
3110,G4629957225918333056,0.552125,600.0,0.0,600.0
3111,G1935774990472968704,0.552013,600.0,0.0,600.0
3112,G2294217391737400448,0.551902,600.0,0.0,600.0
3113,G122990408610369280,0.55179,600.0,0.0,600.0
3114,G4001996860797127040,0.551678,600.0,0.0,600.0
3115,G3803369638562927616,0.551566,600.0,0.0,600.0
3116,G6461866502576829056,0.551454,600.0,0.0,600.0
3117,G2852755043652569088,0.551342,600.0,0.0,600.0
3118,G2892992255787574272,0.55123,600.0,0.0,600.0
3119,G2151970205197150720,0.551119,600.0,0.0,600.0
3120,G3592683247673661184,0.551007,600.0,0.0,600.0
3121,G4777479044613786240,0.550895,600.0,0.0,600.0
3122,G1651991108060875392,0.550783,600.0,0.0,600.0
3123,G750085045762936832,0.550671,600.0,0.0,600.0
3124,G2933763521339300352,0.550559,600.0,0.0,600.0
3125,G4526317156809055616,0.550447,600.0,0.0,600.0
3126,G5538244299661252736,0.550336,600.0,0.0,600.0
3127,G4089581723737881728,0.550224,600.0,0.0,600.0
3128,G3813974187694632192,0.550112,600.0,0.0,600.0
3129,G5010883510397388544,0.55,600.0,0.0,600.0
3130,G2290447514260063744,0.549888,600.0,0.0,600.0
3131,G3449450486400760704,0.549776,600.0,0.0,600.0
3132,G2046718084549829760,0.549664,600.0,0.0,600.0
3133,G5475616250476612096,0.549553,600.0,0.0,600.0
3134,G1131734607030650624,0.549441,600.0,0.0,600.0
3135,G6750362509569449472,0.549329,600.0,0.0,600.0
3136,G1939557100018296192,0.549217,600.0,0.0,600.0
3137,G771068503623994240,0.549105,600.0,0.0,600.0
3138,G5245457822208785536,0.548993,600.0,0.0,600.0
3139,G831173689015873664,0.548881,600.0,0.0,600.0
3140,G2677166747547077760,0.54877,600.0,0.0,600.0
3141,G926220009600215680,0.548658,600.0,0.0,600.0
3142,G2404628562691753856,0.548546,600.0,0.0,600.0
3143,G464823458388350976,0.548434,600.0,0.0,600.0
3144,G5991288651341000960,0.548322,600.0,0.0,600.0
3145,G4983048067870869376,0.54821,600.0,0.0,600.0
3146,G893998202872932992,0.548098,600.0,0.0,600.0
3147,G5775765092156316160,0.547987,600.0,0.0,600.0
3148,G4793011570501720192,0.547875,600.0,0.0,600.0
3149,G125698406967498624,0.547763,600.0,0.0,600.0
3150,G575181264366775808,0.547651,600.0,0.0,600.0
3151,G4431074775250807424,0.547539,600.0,0.0,600.0
3152,G3700093954475095424,0.547427,600.0,0.0,600.0
3153,G1761559125397231360,0.547315,600.0,0.0,600.0
3154,G114469060352075648,0.547204,600.0,0.0,600.0
3155,G416414293577899392,0.547092,600.0,0.0,600.0
3156,G4862517988325944064,0.54698,600.0,0.0,600.0
3157,G1875822710217192960,0.546868,600.0,0.0,600.0
3158,G6292491649760213376,0.546756,600.0,0.0,600.0
3159,G6130537950683078912,0.546644,600.0,0.0,600.0
3160,G4795772787796381184,0.546532,600.0,0.0,600.0
3161,G3213681069887784320,0.546421,600.0,0.0,600.0
3162,G8425046503155456,0.546309,600.0,0.0,600.0
3163,G246949628704657920,0.546197,600.0,0.0,600.0
3164,G5527724034967071744,0.546085,600.0,0.0,600.0
3165,G309887529699154560,0.545973,600.0,0.0,600.0
3166,G5876515580321793024,0.545861,600.0,0.0,600.0
3167,G3794501355731126016,0.545749,600.0,0.0,600.0
3168,G4850825300639624064,0.545638,600.0,0.0,600.0
3169,G1210081407579423360,0.545526,600.0,0.0,600.0
3170,G5605320762428007424,0.545414,600.0,0.0,600.0
3171,G4309450995186989696,0.545302,600.0,0.0,600.0
3172,G4292974332425900032,0.54519,600.0,0.0,600.0
3173,G2646756626745054976,0.545078,600.0,0.0,600.0
3174,G6301505102487011072,0.544966,600.0,0.0,600.0
3175,G2700050917415836672,0.544855,600.0,0.0,600.0
3176,G594493327114889472,0.544743,600.0,0.0,600.0
3177,G800160211203267712,0.544631,600.0,0.0,600.0
3178,G5407582495344344192,0.544519,600.0,0.0,600.0
3179,G6709386910962178816,0.544407,600.0,0.0,600.0
3180,G2752481404264273408,0.544295,600.0,0.0,600.0
3181,G1798896513052442240,0.544183,600.0,0.0,600.0
3182,G5950433994718658304,0.544072,600.0,0.0,600.0
3183,G6637384361219640064,0.54396,600.0,0.0,600.0
3184,G619170461145687552,0.543848,600.0,0.0,600.0
3185,G6768976932190044288,0.543736,600.0,0.0,600.0
3186,G281159485593537024,0.543624,600.0,0.0,600.0
3187,G1328617900744304000,0.543512,600.0,0.0,600.0
3188,G4037211671322769536,0.5434,600.0,0.0,600.0
3189,G1984864817402219392,0.543289,600.0,0.0,600.0
3190,G5921243644600223232,0.543177,600.0,0.0,600.0
3191,G6594729082494705664,0.543065,600.0,0.0,600.0
3192,G6190318947633828480,0.542953,600.0,0.0,600.0
3193,G3049989700055860864,0.542841,600.0,0.0,600.0
3194,G1484680450887174912,0.542729,600.0,0.0,600.0
3195,G5499479677185220480,0.542617,600.0,0.0,600.0
3196,G3432885175497462144,0.542506,600.0,0.0,600.0
3197,G1897484051358124288,0.542394,600.0,0.0,600.0
3198,G6685999160463748096,0.542282,600.0,0.0,600.0
3199,G2993020463565198464,0.54217,600.0,0.0,600.0
3200,G4838372124568054144,0.542058,600.0,0.0,600.0
3201,G6619200088160518784,0.541946,600.0,0.0,600.0
3202,G4967358380540808320,0.541834,600.0,0.0,600.0
3203,G5276849527704616320,0.541723,600.0,0.0,600.0
3204,G4281245944939544448,0.541611,600.0,0.0,600.0
3205,G2105691898224330112,0.541499,600.0,0.0,600.0
3206,G524431900741280512,0.541387,600.0,0.0,600.0
3207,G6744297161053238784,0.541275,600.0,0.0,600.0
3208,G3106207111106857984,0.541163,600.0,0.0,600.0
3209,G4744180846066610688,0.541051,600.0,0.0,600.0
3210,G1787588169101770880,0.54094,600.0,0.0,600.0
3211,G2706824626301848192,0.540828,600.0,0.0,600.0
3212,G25281620613810560,0.540716,600.0,0.0,600.0
3213,G4337540321806104192,0.540604,600.0,0.0,600.0
3214,G3495621281751027840,0.540492,600.0,0.0,600.0
3215,G5170826615030772096,0.54038,600.0,0.0,600.0
3216,G6418874601501462784,0.540268,600.0,0.0,600.0
3217,G1575435583752131712,0.540157,600.0,0.0,600.0
3218,G2858460959243777408,0.540045,600.0,0.0,600.0
3219,G6110238251613016320,0.539933,600.0,0.0,600.0
3220,G6459151911447091200,0.539821,600.0,0.0,600.0
3221,G4782378571506871808,0.539709,600.0,0.0,600.0
3222,G4715440097448487168,0.539597,600.0,0.0,600.0
3223,G1493013305917039104,0.539485,600.0,0.0,600.0
3224,G4166222253989795968,0.539374,600.0,0.0,600.0
3225,G4740496112020467328,0.539262,600.0,0.0,600.0
3226,G4510925059184169344,0.53915,600.0,0.0,600.0
3227,G3425380390161511424,0.539038,600.0,0.0,600.0
3228,G6728309403031435008,0.538926,600.0,0.0,600.0
3229,G2919963104216198528,0.538814,600.0,0.0,600.0
3230,G3028373919934911616,0.538702,600.0,0.0,600.0
3231,G6132439075002130432,0.538591,600.0,0.0,600.0
3232,G4705792879347535104,0.538479,600.0,0.0,600.0
3233,G5744680768862271872,0.538367,600.0,0.0,600.0
3234,G6206033167820286720,0.538255,600.0,0.0,600.0
3235,G1423975383125347200,0.538143,600.0,0.0,600.0
