# Prioritization file for occultation-standard
# Version: 1.0.1
# Updated by: Joe P. Renaud
# Updated on: 2026-05-08 17:00:15
#
# Column 1: Rank
# Column 2: Target Name
# Column 3: Priority
# Column 4: Number of Hours Requested
# Column 5: Number of Hours Observed
# Column 6: Number of Hours Remaining
rank,target,priority,hours_req,hours_obs,hours_rem
1047,G3375053505277762816,0.782886,600.0,0.0,600.0
1048,G3399924252140838144,0.782774,600.0,0.0,600.0
1049,G3385805633783558400,0.782662,600.0,0.0,600.0
1050,G3383544144523625984,0.78255,600.0,0.0,600.0
1051,G3383889356814868992,0.782438,600.0,0.0,600.0
1052,G180672678389101952,0.782327,600.0,0.0,600.0
1053,G3158601073552646144,0.782215,600.0,0.0,600.0
1054,G180928181702957696,0.782103,600.0,0.0,600.0
1055,G3431353242263533824,0.781991,600.0,0.0,600.0
1056,G3168001313852868864,0.781879,600.0,0.0,600.0
1057,G186947080148858368,0.781767,600.0,0.0,600.0
1058,G474041145400281088,0.781655,600.0,0.0,600.0
1059,G3337274461842505216,0.781544,600.0,0.0,600.0
1060,G223895343768728192,0.781432,600.0,0.0,600.0
1061,G422581076339200640,0.78132,600.0,0.0,600.0
1062,G3359757408749990016,0.781208,600.0,0.0,600.0
1063,G3414598991456199168,0.781096,600.0,0.0,600.0
1064,G3077512228440068352,0.780984,600.0,0.0,600.0
1065,G270578717700916096,0.780872,600.0,0.0,600.0
1066,G505090907095341824,0.780761,600.0,0.0,600.0
1067,G3444545732531696512,0.780649,600.0,0.0,600.0
1068,G3129962880159614720,0.780537,600.0,0.0,600.0
1069,G1996971917893601536,0.780425,600.0,0.0,600.0
1070,G1978524895932895104,0.780313,600.0,0.0,600.0
1071,G3137798691509214336,0.780201,600.0,0.0,600.0
1072,G205147433566562304,0.780089,600.0,0.0,600.0
1073,G3359462365976011648,0.779978,600.0,0.0,600.0
1074,G3371482669469578752,0.779866,600.0,0.0,600.0
1075,G161772039147942016,0.779754,600.0,0.0,600.0
1076,G3373356894414812672,0.779642,600.0,0.0,600.0
1077,G3160967085136641536,0.77953,600.0,0.0,600.0
1078,G3154962720855355520,0.779418,600.0,0.0,600.0
1079,G3444109329492360576,0.779306,600.0,0.0,600.0
1080,G1320720349240755456,0.779195,600.0,0.0,600.0
1081,G4527968554554824704,0.779083,600.0,0.0,600.0
1082,G3155230555017333760,0.778971,600.0,0.0,600.0
1083,G3110578528820405632,0.778859,600.0,0.0,600.0
1084,G190597630554503296,0.778747,600.0,0.0,600.0
1085,G458330395554092160,0.778635,600.0,0.0,600.0
1086,G187160179249600000,0.778523,600.0,0.0,600.0
1087,G2073780604762663168,0.778412,600.0,0.0,600.0
1088,G3383059191177247488,0.7783,600.0,0.0,600.0
1089,G3343228282950953344,0.778188,600.0,0.0,600.0
1090,G505827335064832896,0.778076,600.0,0.0,600.0
1091,G3433000830376196992,0.777964,600.0,0.0,600.0
1092,G3429134668316825856,0.777852,600.0,0.0,600.0
1093,G3129467657549934208,0.77774,600.0,0.0,600.0
1094,G3120900675263539200,0.777629,600.0,0.0,600.0
1095,G274912477142994304,0.777517,600.0,0.0,600.0
1096,G3062867523832074624,0.777405,600.0,0.0,600.0
1097,G955032913670127104,0.777293,600.0,0.0,600.0
1098,G3457671981517928576,0.777181,600.0,0.0,600.0
1099,G3350836834693773312,0.777069,600.0,0.0,600.0
1100,G3370523178072879360,0.776957,600.0,0.0,600.0
1101,G3375272518547111680,0.776846,600.0,0.0,600.0
1102,G453256492982349952,0.776734,600.0,0.0,600.0
1103,G3106175568867145984,0.776622,600.0,0.0,600.0
1104,G3382489231837801344,0.77651,600.0,0.0,600.0
1105,G3346853441506002560,0.776398,600.0,0.0,600.0
1106,G3390059987867953280,0.776286,600.0,0.0,600.0
1107,G3425105580975001984,0.776174,600.0,0.0,600.0
1108,G3425766078224729472,0.776063,600.0,0.0,600.0
1109,G408335773632053888,0.775951,600.0,0.0,600.0
1110,G251478379660219904,0.775839,600.0,0.0,600.0
1111,G182664997758510848,0.775727,600.0,0.0,600.0
1112,G1903348124825995520,0.775615,600.0,0.0,600.0
1113,G2063260580582314368,0.775503,600.0,0.0,600.0
1114,G2025036746095350400,0.775391,600.0,0.0,600.0
1115,G3168223655719756672,0.77528,600.0,0.0,600.0
1116,G3126256946158012672,0.775168,600.0,0.0,600.0
1117,G244837879183018624,0.775056,600.0,0.0,600.0
1118,G2179853927466637440,0.774944,600.0,0.0,600.0
1119,G437431973738031744,0.774832,600.0,0.0,600.0
1120,G261571170549079040,0.77472,600.0,0.0,600.0
1121,G409014241022646016,0.774609,600.0,0.0,600.0
1122,G1420901075598193920,0.774497,600.0,0.0,600.0
1123,G3375810901289300608,0.774385,600.0,0.0,600.0
1124,G187964609445409536,0.774273,600.0,0.0,600.0
1125,G1998558616253403008,0.774161,600.0,0.0,600.0
1126,G3372945573984490496,0.774049,600.0,0.0,600.0
1127,G3355764742732174464,0.773937,600.0,0.0,600.0
1128,G3153997212208712576,0.773826,600.0,0.0,600.0
1129,G3423316331959721600,0.773714,600.0,0.0,600.0
1130,G884694577859055360,0.773602,600.0,0.0,600.0
1131,G3132902360076116608,0.77349,600.0,0.0,600.0
1132,G253428535333057920,0.773378,600.0,0.0,600.0
1133,G456936902002568832,0.773266,600.0,0.0,600.0
1134,G4598451682297980288,0.773154,600.0,0.0,600.0
1135,G256650241837486848,0.773043,600.0,0.0,600.0
1136,G440971683925416192,0.772931,600.0,0.0,600.0
1137,G2001915700133937152,0.772819,600.0,0.0,600.0
1138,G2086556066574102528,0.772707,600.0,0.0,600.0
1139,G3419879018089986688,0.772595,600.0,0.0,600.0
1140,G3162919577267670784,0.772483,600.0,0.0,600.0
1141,G139337264594236288,0.772371,600.0,0.0,600.0
1142,G3378506079165430400,0.77226,600.0,0.0,600.0
1143,G233606230470756352,0.772148,600.0,0.0,600.0
1144,G470611356315742848,0.772036,600.0,0.0,600.0
1145,G183160843142490240,0.771924,600.0,0.0,600.0
1146,G425183555947059840,0.771812,600.0,0.0,600.0
1147,G1004793000307213568,0.7717,600.0,0.0,600.0
1148,G1942892575917794560,0.771588,600.0,0.0,600.0
1149,G3100288543095146112,0.771477,600.0,0.0,600.0
1150,G802872461573236352,0.771365,600.0,0.0,600.0
1151,G448141904186446208,0.771253,600.0,0.0,600.0
1152,G3451052440482509312,0.771141,600.0,0.0,600.0
1153,G3109714480179712512,0.771029,600.0,0.0,600.0
1154,G3127390985024266368,0.770917,600.0,0.0,600.0
1155,G446609979551573504,0.770805,600.0,0.0,600.0
1156,G3373854767024207104,0.770694,600.0,0.0,600.0
1157,G188235776501129600,0.770582,600.0,0.0,600.0
1158,G472750696703591680,0.77047,600.0,0.0,600.0
1159,G201449329285835904,0.770358,600.0,0.0,600.0
1160,G149829938418245120,0.770246,600.0,0.0,600.0
1161,G3351591920008250752,0.770134,600.0,0.0,600.0
1162,G203481188114559744,0.770022,600.0,0.0,600.0
1163,G3423725453363328384,0.769911,600.0,0.0,600.0
1164,G230719359610146048,0.769799,600.0,0.0,600.0
1165,G3116319040369359360,0.769687,600.0,0.0,600.0
1166,G194214675925094144,0.769575,600.0,0.0,600.0
1167,G4214415772788970624,0.769463,600.0,0.0,600.0
1168,G1740238735939681664,0.769351,600.0,0.0,600.0
1169,G3398413591884088960,0.769239,600.0,0.0,600.0
1170,G2582910357341679360,0.769128,600.0,0.0,600.0
1171,G4271123325506202496,0.769016,600.0,0.0,600.0
1172,G2088084392041849600,0.768904,600.0,0.0,600.0
1173,G375838191342961792,0.768792,600.0,0.0,600.0
1174,G195863638416486144,0.76868,600.0,0.0,600.0
1175,G3423688654082948224,0.768568,600.0,0.0,600.0
1176,G1967920037555306240,0.768456,600.0,0.0,600.0
1177,G3444702898271096192,0.768345,600.0,0.0,600.0
1178,G3377847299902594048,0.768233,600.0,0.0,600.0
1179,G2046514090786243584,0.768121,600.0,0.0,600.0
1180,G4581659425323923840,0.768009,600.0,0.0,600.0
1181,G162165698670373376,0.767897,600.0,0.0,600.0
1182,G195631912045420928,0.767785,600.0,0.0,600.0
1183,G3423860487134054016,0.767673,600.0,0.0,600.0
1184,G199048408205952512,0.767562,600.0,0.0,600.0
1185,G446447457989245440,0.76745,600.0,0.0,600.0
1186,G3217569080442636544,0.767338,600.0,0.0,600.0
1187,G3443815798547275776,0.767226,600.0,0.0,600.0
1188,G3061061468607804032,0.767114,600.0,0.0,600.0
1189,G3109943217261544960,0.767002,600.0,0.0,600.0
1190,G448942559114179840,0.76689,600.0,0.0,600.0
1191,G202850828653176704,0.766779,600.0,0.0,600.0
1192,G2128557548195230976,0.766667,600.0,0.0,600.0
1193,G3369516021126012672,0.766555,600.0,0.0,600.0
1194,G3423437827993940608,0.766443,600.0,0.0,600.0
1195,G3344570095153338880,0.766331,600.0,0.0,600.0
1196,G3344135272664149248,0.766219,600.0,0.0,600.0
1197,G3158570763963859328,0.766107,600.0,0.0,600.0
1198,G3342783113882464256,0.765996,600.0,0.0,600.0
1199,G3365329634899120128,0.765884,600.0,0.0,600.0
1200,G106880883932078720,0.765772,600.0,0.0,600.0
1201,G3372005109292528640,0.76566,600.0,0.0,600.0
1202,G3433838413420681984,0.765548,600.0,0.0,600.0
1203,G3154643239709973248,0.765436,600.0,0.0,600.0
1204,G3157418338339803520,0.765324,600.0,0.0,600.0
1205,G3335840763103224320,0.765213,600.0,0.0,600.0
1206,G3318522321094362752,0.765101,600.0,0.0,600.0
1207,G454940738636802560,0.764989,600.0,0.0,600.0
1208,G3343549714005493504,0.764877,600.0,0.0,600.0
1209,G144864303387977728,0.764765,600.0,0.0,600.0
1210,G3350028036515348352,0.764653,600.0,0.0,600.0
1211,G3110653501771439872,0.764541,600.0,0.0,600.0
1212,G201592918631467904,0.76443,600.0,0.0,600.0
1213,G971375646483523840,0.764318,600.0,0.0,600.0
1214,G204244322201446272,0.764206,600.0,0.0,600.0
1215,G189043333430695296,0.764094,600.0,0.0,600.0
1216,G2009184021737483776,0.763982,600.0,0.0,600.0
1217,G248754683199729792,0.76387,600.0,0.0,600.0
1218,G3455438113192188544,0.763758,600.0,0.0,600.0
1219,G3432013842595670912,0.763647,600.0,0.0,600.0
1220,G194033398233809536,0.763535,600.0,0.0,600.0
1221,G187097541446741888,0.763423,600.0,0.0,600.0
1222,G3133400159666085376,0.763311,600.0,0.0,600.0
1223,G3130319675980404992,0.763199,600.0,0.0,600.0
1224,G2835557857159724160,0.763087,600.0,0.0,600.0
1225,G3444060091989961088,0.762975,600.0,0.0,600.0
1226,G3344865318324177792,0.762864,600.0,0.0,600.0
1227,G418720523518359552,0.762752,600.0,0.0,600.0
1228,G245238479374075776,0.76264,600.0,0.0,600.0
1229,G4583820206190374400,0.762528,600.0,0.0,600.0
1230,G271667474733308288,0.762416,600.0,0.0,600.0
1231,G207926311765182592,0.762304,600.0,0.0,600.0
1232,G256374882894429952,0.762192,600.0,0.0,600.0
1233,G204340735627091200,0.762081,600.0,0.0,600.0
1234,G3106787790686812416,0.761969,600.0,0.0,600.0
1235,G3414015047702519424,0.761857,600.0,0.0,600.0
1236,G3344010104435893248,0.761745,600.0,0.0,600.0
1237,G3140189201590528512,0.761633,600.0,0.0,600.0
1238,G201058281103502080,0.761521,600.0,0.0,600.0
1239,G3343023327110169600,0.761409,600.0,0.0,600.0
1240,G3124242606494984064,0.761298,600.0,0.0,600.0
1241,G3131228903377386880,0.761186,600.0,0.0,600.0
1242,G3113409560804050560,0.761074,600.0,0.0,600.0
1243,G181253976444979456,0.760962,600.0,0.0,600.0
1244,G3158459129174076544,0.76085,600.0,0.0,600.0
1245,G272177338886943104,0.760738,600.0,0.0,600.0
1246,G3128719371166159488,0.760626,600.0,0.0,600.0
1247,G4543145182269101312,0.760515,600.0,0.0,600.0
1248,G3358811416433507072,0.760403,600.0,0.0,600.0
1249,G214119341070315648,0.760291,600.0,0.0,600.0
1250,G3357881371333961984,0.760179,600.0,0.0,600.0
1251,G3361227563173537536,0.760067,600.0,0.0,600.0
1252,G3025004672697429760,0.759955,600.0,0.0,600.0
1253,G3423967788301566336,0.759843,600.0,0.0,600.0
1254,G1978967483714383616,0.759732,600.0,0.0,600.0
1255,G4477556320080061056,0.75962,600.0,0.0,600.0
1256,G3444727774721451776,0.759508,600.0,0.0,600.0
1257,G221437557323448448,0.759396,600.0,0.0,600.0
1258,G504793244378293504,0.759284,600.0,0.0,600.0
1259,G189014265092522240,0.759172,600.0,0.0,600.0
1260,G423173064576672512,0.75906,600.0,0.0,600.0
1261,G3357707953437367552,0.758949,600.0,0.0,600.0
1262,G3352765133273458048,0.758837,600.0,0.0,600.0
1263,G2854253506200745472,0.758725,600.0,0.0,600.0
1264,G1869837759205302784,0.758613,600.0,0.0,600.0
1265,G3426688804701571328,0.758501,600.0,0.0,600.0
1266,G439769230519866880,0.758389,600.0,0.0,600.0
1267,G694635063762730496,0.758277,600.0,0.0,600.0
1268,G187828785398784512,0.758166,600.0,0.0,600.0
1269,G3353345095594418816,0.758054,600.0,0.0,600.0
1270,G3087995762575526144,0.757942,600.0,0.0,600.0
1271,G1836025096596564096,0.75783,600.0,0.0,600.0
1272,G264816413477567360,0.757718,600.0,0.0,600.0
1273,G3111938345529728640,0.757606,600.0,0.0,600.0
1274,G182751618658443008,0.757494,600.0,0.0,600.0
1275,G3397041749266118912,0.757383,600.0,0.0,600.0
1276,G3318670067970092032,0.757271,600.0,0.0,600.0
1277,G254188229146180224,0.757159,600.0,0.0,600.0
1278,G749133800701423232,0.757047,600.0,0.0,600.0
1279,G3402084006512170240,0.756935,600.0,0.0,600.0
1280,G3369705210141630848,0.756823,600.0,0.0,600.0
1281,G1964716129388067328,0.756711,600.0,0.0,600.0
1282,G251106160613825024,0.7566,600.0,0.0,600.0
1283,G3329642167521481728,0.756488,600.0,0.0,600.0
1284,G3432030644505841920,0.756376,600.0,0.0,600.0
1285,G3156298554465617792,0.756264,600.0,0.0,600.0
1286,G505529028120568064,0.756152,600.0,0.0,600.0
1287,G3353033001792438912,0.75604,600.0,0.0,600.0
1288,G275113069297958272,0.755928,600.0,0.0,600.0
1289,G209792591015752960,0.755817,600.0,0.0,600.0
1290,G201003752199180800,0.755705,600.0,0.0,600.0
1291,G3353778784212596992,0.755593,600.0,0.0,600.0
1292,G270820296720663168,0.755481,600.0,0.0,600.0
1293,G3353439997191923712,0.755369,600.0,0.0,600.0
1294,G3126572299835661568,0.755257,600.0,0.0,600.0
1295,G3451710979226259200,0.755145,600.0,0.0,600.0
1296,G2105057484313743488,0.755034,600.0,0.0,600.0
1297,G602237737264742912,0.754922,600.0,0.0,600.0
1298,G3368707433400422784,0.75481,600.0,0.0,600.0
1299,G183230593411140864,0.754698,600.0,0.0,600.0
1300,G3342660591351971712,0.754586,600.0,0.0,600.0
1301,G3168434792014615424,0.754474,600.0,0.0,600.0
1302,G943739249920171392,0.754362,600.0,0.0,600.0
1303,G504667698197248640,0.754251,600.0,0.0,600.0
1304,G210874235579559808,0.754139,600.0,0.0,600.0
1305,G3119802606742831232,0.754027,600.0,0.0,600.0
1306,G271875866544138624,0.753915,600.0,0.0,600.0
1307,G3425383276379462272,0.753803,600.0,0.0,600.0
1308,G271981900696066688,0.753691,600.0,0.0,600.0
1309,G3373658671698413440,0.753579,600.0,0.0,600.0
1310,G681718241677599232,0.753468,600.0,0.0,600.0
1311,G1868268103275369984,0.753356,600.0,0.0,600.0
1312,G2198888982002950016,0.753244,600.0,0.0,600.0
1313,G997677270289430400,0.753132,600.0,0.0,600.0
1314,G950666826010208640,0.75302,600.0,0.0,600.0
1315,G3431492953260477312,0.752908,600.0,0.0,600.0
1316,G3361134448283106304,0.752796,600.0,0.0,600.0
1317,G3139276018523833088,0.752685,600.0,0.0,600.0
1318,G207299555778065792,0.752573,600.0,0.0,600.0
1319,G436563673088502528,0.752461,600.0,0.0,600.0
1320,G227681099743399296,0.752349,600.0,0.0,600.0
1321,G4471659055109617408,0.752237,600.0,0.0,600.0
1322,G3451222070214593408,0.752125,600.0,0.0,600.0
1323,G3157597288155861632,0.752013,600.0,0.0,600.0
1324,G3420612632864724736,0.751902,600.0,0.0,600.0
1325,G455677892469539712,0.75179,600.0,0.0,600.0
1326,G411797169377231104,0.751678,600.0,0.0,600.0
1327,G252881695794004224,0.751566,600.0,0.0,600.0
1328,G3376444421848798976,0.751454,600.0,0.0,600.0
1329,G182514463445252480,0.751342,600.0,0.0,600.0
1330,G3429638695619873152,0.75123,600.0,0.0,600.0
1331,G3455232440094038656,0.751119,600.0,0.0,600.0
1332,G435816451857186048,0.751007,600.0,0.0,600.0
1333,G1951393415710211840,0.750895,600.0,0.0,600.0
1334,G3375565224862812160,0.750783,600.0,0.0,600.0
1335,G194992820909907968,0.750671,600.0,0.0,600.0
1336,G3432714575100124544,0.750559,600.0,0.0,600.0
1337,G3106716043251301120,0.750447,600.0,0.0,600.0
1338,G2126866881567779072,0.750336,600.0,0.0,600.0
1339,G3355102733651818368,0.750224,600.0,0.0,600.0
1340,G206042779630195584,0.750112,600.0,0.0,600.0
1341,G246983193871427072,0.75,600.0,0.0,600.0
1342,G1489296780519539712,0.749888,600.0,0.0,600.0
1343,G3431194607651866368,0.749776,600.0,0.0,600.0
1344,G399173057900648320,0.749664,600.0,0.0,600.0
1345,G3159021155714729472,0.749553,600.0,0.0,600.0
1346,G4484326842112171392,0.749441,600.0,0.0,600.0
1347,G3351390679316893312,0.749329,600.0,0.0,600.0
1348,G3357491216504983040,0.749217,600.0,0.0,600.0
1349,G3411556947722879744,0.749105,600.0,0.0,600.0
1350,G3371872278839523584,0.748993,600.0,0.0,600.0
1351,G419523991644430208,0.748881,600.0,0.0,600.0
1352,G448982588204437120,0.74877,600.0,0.0,600.0
1353,G3332615934158669440,0.748658,600.0,0.0,600.0
1354,G3372764154568111744,0.748546,600.0,0.0,600.0
1355,G357035412933618560,0.748434,600.0,0.0,600.0
1356,G2101314128259814912,0.748322,600.0,0.0,600.0
1357,G154343223195896704,0.74821,600.0,0.0,600.0
1358,G3816783268104800896,0.748098,600.0,0.0,600.0
1359,G3318274522959076992,0.747987,600.0,0.0,600.0
1360,G234064451938038912,0.747875,600.0,0.0,600.0
1361,G3129541049951592576,0.747763,600.0,0.0,600.0
1362,G3110900754448921600,0.747651,600.0,0.0,600.0
1363,G253399226476443136,0.747539,600.0,0.0,600.0
1364,G3143133934245996800,0.747427,600.0,0.0,600.0
1365,G191875984620439040,0.747315,600.0,0.0,600.0
1366,G3370279670606574464,0.747204,600.0,0.0,600.0
1367,G3125917020969082368,0.747092,600.0,0.0,600.0
1368,G187263597763950976,0.74698,600.0,0.0,600.0
1369,G3377893616829615872,0.746868,600.0,0.0,600.0
1370,G3345760934967557248,0.746756,600.0,0.0,600.0
1371,G3375967336881458432,0.746644,600.0,0.0,600.0
1372,G215714766801338496,0.746532,600.0,0.0,600.0
1373,G399892035424985728,0.746421,600.0,0.0,600.0
1374,G3340191981588693760,0.746309,600.0,0.0,600.0
1375,G4291189206580122496,0.746197,600.0,0.0,600.0
1376,G3158770879379948160,0.746085,600.0,0.0,600.0
1377,G191167933492769920,0.745973,600.0,0.0,600.0
1378,G3150410811436333824,0.745861,600.0,0.0,600.0
1379,G3450646956911661696,0.745749,600.0,0.0,600.0
1380,G3383657256783119104,0.745638,600.0,0.0,600.0
1381,G3450205502995031808,0.745526,600.0,0.0,600.0
1382,G773578070195483008,0.745414,600.0,0.0,600.0
1383,G3116170370081871616,0.745302,600.0,0.0,600.0
1384,G3158641068287641856,0.74519,600.0,0.0,600.0
1385,G1471664741475242112,0.745078,600.0,0.0,600.0
1386,G204341521605566976,0.744966,600.0,0.0,600.0
1387,G971740237667104640,0.744855,600.0,0.0,600.0
1388,G72049489436410752,0.744743,600.0,0.0,600.0
1389,G203245244090654464,0.744631,600.0,0.0,600.0
1390,G3316357868032840064,0.744519,600.0,0.0,600.0
1391,G3425089152722345728,0.744407,600.0,0.0,600.0
1392,G3447459266544271488,0.744295,600.0,0.0,600.0
1393,G2068000609561250816,0.744183,600.0,0.0,600.0
1394,G3325213918801248128,0.744072,600.0,0.0,600.0
1395,G3450310785528718208,0.74396,600.0,0.0,600.0
1396,G3423564130094727552,0.743848,600.0,0.0,600.0
1397,G3402510406567077888,0.743736,600.0,0.0,600.0
1398,G2078866808107257600,0.743624,600.0,0.0,600.0
1399,G1833579026820051328,0.743512,600.0,0.0,600.0
1400,G1997054312548528768,0.7434,600.0,0.0,600.0
1401,G3352393605721639424,0.743289,600.0,0.0,600.0
1402,G3446643192697197568,0.743177,600.0,0.0,600.0
1403,G195187507485375104,0.743065,600.0,0.0,600.0
1404,G1306292931321775616,0.742953,600.0,0.0,600.0
1405,G3377635983213759744,0.742841,600.0,0.0,600.0
1406,G438697172322822656,0.742729,600.0,0.0,600.0
1407,G3433042749257701632,0.742617,600.0,0.0,600.0
1408,G4214716489225909376,0.742506,600.0,0.0,600.0
1409,G3127890270679997952,0.742394,600.0,0.0,600.0
1410,G3110333161630648320,0.742282,600.0,0.0,600.0
1411,G3120830547035974144,0.74217,600.0,0.0,600.0
1412,G3440503068792793472,0.742058,600.0,0.0,600.0
1413,G3452198269036345984,0.741946,600.0,0.0,600.0
1414,G3058971335667040512,0.741834,600.0,0.0,600.0
1415,G3383674093054934912,0.741723,600.0,0.0,600.0
1416,G454542577989769472,0.741611,600.0,0.0,600.0
1417,G3413490477575704576,0.741499,600.0,0.0,600.0
1418,G984350433446175232,0.741387,600.0,0.0,600.0
1419,G203897666800368640,0.741275,600.0,0.0,600.0
1420,G3442974221177409280,0.741163,600.0,0.0,600.0
1421,G3159071973767160704,0.741051,600.0,0.0,600.0
1422,G3401277205495091200,0.74094,600.0,0.0,600.0
1423,G2671622254005750400,0.740828,600.0,0.0,600.0
1424,G3426334353938979712,0.740716,600.0,0.0,600.0
1425,G1982318275450640128,0.740604,600.0,0.0,600.0
1426,G3372310159345313664,0.740492,600.0,0.0,600.0
1427,G3353835061165857152,0.74038,600.0,0.0,600.0
1428,G188839958141191680,0.740268,600.0,0.0,600.0
1429,G3318304793888036736,0.740157,600.0,0.0,600.0
1430,G248883326059950976,0.740045,600.0,0.0,600.0
1431,G885810071061438464,0.739933,600.0,0.0,600.0
1432,G504860387608173184,0.739821,600.0,0.0,600.0
1433,G3326576660381784704,0.739709,600.0,0.0,600.0
1434,G3426556695808386048,0.739597,600.0,0.0,600.0
1435,G944360160456396416,0.739485,600.0,0.0,600.0
1436,G3425250922667423616,0.739374,600.0,0.0,600.0
1437,G3375377002215139968,0.739262,600.0,0.0,600.0
1438,G176314665270306944,0.73915,600.0,0.0,600.0
1439,G3373937329178847616,0.739038,600.0,0.0,600.0
1440,G200680083462745472,0.738926,600.0,0.0,600.0
1441,G3430319980510709504,0.738814,600.0,0.0,600.0
1442,G241922043066491648,0.738702,600.0,0.0,600.0
1443,G3452249426397874816,0.738591,600.0,0.0,600.0
1444,G2125727065967867008,0.738479,600.0,0.0,600.0
1445,G3378337956966172416,0.738367,600.0,0.0,600.0
1446,G355271624484226944,0.738255,600.0,0.0,600.0
1447,G3057880688847833216,0.738143,600.0,0.0,600.0
1448,G3410677342717896448,0.738031,600.0,0.0,600.0
1449,G3359006648466147968,0.737919,600.0,0.0,600.0
1450,G3380884254097039616,0.737808,600.0,0.0,600.0
1451,G3120669537301522432,0.737696,600.0,0.0,600.0
1452,G3449103487404273408,0.737584,600.0,0.0,600.0
1453,G195643151975321088,0.737472,600.0,0.0,600.0
1454,G3328412707363456128,0.73736,600.0,0.0,600.0
1455,G275289094232992384,0.737248,600.0,0.0,600.0
1456,G3127327629965640320,0.737136,600.0,0.0,600.0
1457,G877924785984612224,0.737025,600.0,0.0,600.0
1458,G194667713362828800,0.736913,600.0,0.0,600.0
1459,G3064062241998428416,0.736801,600.0,0.0,600.0
1460,G3101143344665363712,0.736689,600.0,0.0,600.0
1461,G3396067341445474560,0.736577,600.0,0.0,600.0
1462,G3059879704068815488,0.736465,600.0,0.0,600.0
1463,G3126413484825266560,0.736353,600.0,0.0,600.0
1464,G1953576942724396672,0.736242,600.0,0.0,600.0
1465,G3324141684507804288,0.73613,600.0,0.0,600.0
1466,G472942320966625664,0.736018,600.0,0.0,600.0
1467,G3444836145337218816,0.735906,600.0,0.0,600.0
1468,G3398741624305636224,0.735794,600.0,0.0,600.0
1469,G3331574073873398528,0.735682,600.0,0.0,600.0
1470,G240532226007058176,0.73557,600.0,0.0,600.0
1471,G3428214823761388288,0.735459,600.0,0.0,600.0
1472,G436227772287653120,0.735347,600.0,0.0,600.0
1473,G250918964459218048,0.735235,600.0,0.0,600.0
1474,G205060022393086208,0.735123,600.0,0.0,600.0
1475,G3352804823071464704,0.735011,600.0,0.0,600.0
1476,G3157227165053578496,0.734899,600.0,0.0,600.0
1477,G421725935474319488,0.734787,600.0,0.0,600.0
1478,G2009280297733341568,0.734676,600.0,0.0,600.0
1479,G194611397752034816,0.734564,600.0,0.0,600.0
1480,G204496900640774784,0.734452,600.0,0.0,600.0
1481,G3358893982886033280,0.73434,600.0,0.0,600.0
1482,G3154736771216614400,0.734228,600.0,0.0,600.0
1483,G3364993695439726464,0.734116,600.0,0.0,600.0
1484,G3383792874670381696,0.734004,600.0,0.0,600.0
1485,G3100526789220210432,0.733893,600.0,0.0,600.0
1486,G3383701890083066112,0.733781,600.0,0.0,600.0
1487,G233755317371754368,0.733669,600.0,0.0,600.0
1488,G359074285450599552,0.733557,600.0,0.0,600.0
1489,G3341488954336333952,0.733445,600.0,0.0,600.0
1490,G358194019015236096,0.733333,600.0,0.0,600.0
1491,G264779236240872064,0.733221,600.0,0.0,600.0
1492,G510763317639947136,0.73311,600.0,0.0,600.0
1493,G3100296892510939648,0.732998,600.0,0.0,600.0
1494,G1998571398076010880,0.732886,600.0,0.0,600.0
1495,G2031339524709353856,0.732774,600.0,0.0,600.0
1496,G249135354741990272,0.732662,600.0,0.0,600.0
1497,G3131203442811755776,0.73255,600.0,0.0,600.0
1498,G3237639604351617664,0.732438,600.0,0.0,600.0
1499,G202645804094929536,0.732327,600.0,0.0,600.0
1500,G3376407420706899712,0.732215,600.0,0.0,600.0
1501,G3081024171661024000,0.732103,600.0,0.0,600.0
1502,G3139799940112473728,0.731991,600.0,0.0,600.0
1503,G1040417173443200,0.731879,600.0,0.0,600.0
1504,G1973620696101596416,0.731767,600.0,0.0,600.0
1505,G3351245612501886848,0.731655,600.0,0.0,600.0
1506,G236717470411539072,0.731544,600.0,0.0,600.0
1507,G1952678057607649664,0.731432,600.0,0.0,600.0
1508,G3372241852186145792,0.73132,600.0,0.0,600.0
1509,G3371237448314455168,0.731208,600.0,0.0,600.0
1510,G243969711675208960,0.731096,600.0,0.0,600.0
1511,G443818731845324416,0.730984,600.0,0.0,600.0
1512,G112537458941321728,0.730872,600.0,0.0,600.0
1513,G1844575139513012480,0.730761,600.0,0.0,600.0
1514,G3331781469252099584,0.730649,600.0,0.0,600.0
1515,G194027999456150016,0.730537,600.0,0.0,600.0
1516,G215845990938754560,0.730425,600.0,0.0,600.0
1517,G866238420491021696,0.730313,600.0,0.0,600.0
1518,G3351419713295776640,0.730201,600.0,0.0,600.0
1519,G410353407527493504,0.730089,600.0,0.0,600.0
1520,G3351889204761295360,0.729978,600.0,0.0,600.0
1521,G3419696980196411648,0.729866,600.0,0.0,600.0
1522,G3107246630634720768,0.729754,600.0,0.0,600.0
1523,G3129697485539271168,0.729642,600.0,0.0,600.0
1524,G3088568470694945280,0.72953,600.0,0.0,600.0
1525,G3350468768879093632,0.729418,600.0,0.0,600.0
1526,G3431282259343679872,0.729306,600.0,0.0,600.0
1527,G3424846950925609088,0.729195,600.0,0.0,600.0
1528,G425228597262369024,0.729083,600.0,0.0,600.0
